YOUTUBE油管新聞,#genre#
車迷TV,https://4gtvmobile-mozai.4gtv.tv/XwPMw6EvhNycYksAQjzQ6ryunVH-0f6dOnSYepzxbSI%3d/index.m3u8?token=NzKlXnFN0lv5tVq1bbszOA&expires=1765044863&token1=XThx4zF4dmVPiPk9HzdFCw&expires1=1765044863&refer=N2U2ZWQ5MmQtMzllYi00MWQ5LThmNTItYjE1NjUwZmFmNDJk&y=0
GINX Esports TV,https://4gtvmobile-mozai.4gtv.tv/WDrKGkuLc8P6PfsYCqYdr4-Dfn8g_yBjcpmITV-JI9s%3d/index.m3u8?token=tqmS321GTpvnWte0eEwv3A&expires=1765044872&token1=86dTd8Ccph4B5lM6A2MHMw&expires1=1765044872&refer=YTE3YzNmZTYtMWI5OS00NzY3LTgyZjctZmE5MjU4NDEyYWUx&y=0
Pet Club TV,https://4gtvmobile-mozai.4gtv.tv/IVBO2Y0ZCBDGvKpR7YlUgyGKUEJEVKbb3eKebq8KHD8%3d/index.m3u8?token=yxE62tgR4hldTlnKkt-Vcg&expires=1765044880&token1=GEBIDn5EXG6bTltcWwzvPQ&expires1=1765044880&refer=NDNlNGM3ZjQtZTAxMy00MGQ5LThlMzItYThlN2RiYTllMDgw&y=0
生活旅遊時尚,#genre#
民視旅遊台,https://4gtvmobile-mozai.4gtv.tv/c9j2uXUnvj5DNeR7gTncRwK_xE9sJVdPxKAkHNV_pvI%3d/index.m3u8?token=AbfZglQUyU13BttIB6piWQ&expires=1765044889&token1=5xD-hOmz3hslBc91aBcD5Q&expires1=1765044889&refer=ZTJjZjgxNWEtZWYxZC00YmE4LWJmNjEtNWQyOGYwZGRjMzBj&y=0
滾動力rollor,https://4gtvmobile-mozai.4gtv.tv/WJNeMaiXlJQa8XxuJE2HU7LxBaWxfn-l5R0UF-ebIQQ%3d/index.m3u8?token=kF-mNhsXVEylTsXU21QOdw&expires=1765044901&token1=LlpaGaJpUz79OCIeGR0tvA&expires1=1765044901&refer=OTg2Y2MzOWQtMGZlNy00YWM3LTlmYjQtMjVlODNlZGFjNWY1&y=0
亞洲旅遊台,https://4gtvmobile-mozai.4gtv.tv/gJQpVNUHs1sWako6z6x7X84nqAzUnl18v3SkznoG3rw%3d/index.m3u8?token=nxAuUq0MtSz6rzfbS77xnw&expires=1765044910&token1=JU6vnYU9QQ1tcTIGdyKPjA&expires1=1765044910&refer=ZGUyYTUwOTAtNDkyMC00YWVlLThiY2QtZTcyNWUzZjZlMjJl&y=0
綜合,#genre#
fun探索娛樂台,https://4gtvmobile-mozai.4gtv.tv/LdKaq6xXjMNdfljC-lTtt_yUg4HpfeP45g2px0q9pM4%3d/index.m3u8?token=N4fasG8h5rV-QtR0tSa9Kg&expires=1765044917&token1=I1TnnZ5e6YWe8cmU-cK3qA&expires1=1765044917&refer=YWM5ZDg5ZDItMjRiZC00YjNjLTgyYTktOGNiMzlhODYwNGU1&y=0
生活旅遊時尚,#genre#
幸福空間居家台,https://4gtvmobile-mozai.4gtv.tv/uy_6u44l3_XNXvPYtbog7H9l03P1Mk8ToL5_Y3MuAYo%3d/index.m3u8?token=oGu31XoGRJczqHmBuFPYNA&expires=1765044926&token1=ykHCdI0fefp_ev0Nu4ctdw&expires1=1765044926&refer=Y2YyMTdmZmQtOWVmNy00OGQ5LThiNTQtOTAwZDRmYWE1NmE0&y=0
Love Nature,https://4gtvmobile-mozai.4gtv.tv/94xAE2OnCtuB8MKv9ib7ecYU1g9OHlc0yaG8jFz50rU%3d/index.m3u8?token=8oKpKQOaW0ztx20YHkiE3A&expires=1765044936&token1=6UzGcDxcMVxgXeF9BFY-KQ&expires1=1765044936&refer=NzQ5MjZkODEtNzNmZi00ZGU5LWE4ZGMtMWM0NzQ4ZDFjOGY0&y=0
History 歷史頻道,https://4gtvmobile-mozai.4gtv.tv/mWWHE0oqyCFHU3aC3oB5HX7X98pw6iguHzrDfbPybNw%3d/index.m3u8?token=n-LYraoQtU4Xc-Nsks_XkQ&expires=1765044943&token1=g0myI3IUjgilRB0_K8IuQw&expires1=1765044943&refer=MjE3MzhhMzAtNjFhZC00NjEwLTgxZDgtOWJhNGQyOTg5Yzg1&y=0
愛爾達生活旅遊台,https://4gtvmobile-mozai.4gtv.tv/WeTR-WYWm-QE8_K96DzKchbY8mg4aEo4LA3EjQax0-Y%3d/index.m3u8?token=hog78Ran3bMO0CT3Wia4-g&expires=1765044951&token1=8D67xjUw9sSm4GJ2T2GjNA&expires1=1765044951&refer=YTJhMjE0ZDYtMGQ5Mi00NGYwLWJmNmUtMWIzODE5MGUzMTYx&y=0
LUXE TV Channel,https://4gtvmobile-mozai.4gtv.tv/fkUC_UfNqXyKHdkFJDb62oqO06t29I92Mdt1qAZv3VU%3d/index.m3u8?token=bc0aiUnAwacpHdJ2gxDZcw&expires=1765044969&token1=DLuD1a1mPEMN3hrUCRzurg&expires1=1765044969&refer=OGVhYWQ1MDMtNTAzYS00YWY2LTg3NGItNWRkNzljYTdmNmM4&y=0
TV5MONDE STYLE HD 生活時尚,https://4gtvmobile-mozai.4gtv.tv/MxU4T_gxNFmWt_AXZREfyY_YNDT45sKLhZm4-yQpuwA%3d/index.m3u8?token=4RuXUqS2g5MGolCuWBYY4A&expires=1765044979&token1=ugbvx7ZsVwnpM81qTRtZng&expires1=1765044979&refer=NThjYmQwODktZWUzMi00MzJiLWI1OWYtYTZmN2M4M2I0YWVh&y=0
MagellanTV頻道 (麥哲倫頻道),https://4gtvmobile-mozai.4gtv.tv/Wu-TQJ8FcgLjeCE_G9MGNMUn2QPyl4dTlQ3kGQCYhZg%3d/index.m3u8?token=MmmAGxGlTaSIBYnP0b7_DA&expires=1765044987&token1=ITCggkKODgnUzEEQr-PpNQ&expires1=1765044987&refer=NTE4ZmVjNTctYWUwZi00Mjg5LTlkZjEtNzYzNmVkMzZhZmYy&y=0
戲劇、電影與紀錄片,#genre#
公視戲劇,https://4gtvmobile-mozai.4gtv.tv/XEcxr3poZJsGe8cWMqODHNpioDUT563WKjGOAG8WZ0A%3d/index.m3u8?token=yRDo594xsSg7Jv0QnFS-4A&expires=1765044999&token1=F5T0ao5OVQ9ZG8R3k1QGrQ&expires1=1765044999&refer=NTQ4Y2EzNmEtMGFkMS00OTAyLTg0ODItMDk3ZmE1NGIxMzM4&y=0
民視影劇台,https://4gtvmobile-mozai.4gtv.tv/WLVCwwN7AyzxZFTp33yiDKxXQJNdvoWOyyHMQfljr7Q%3d/index.m3u8?token=n-E0Ft2br_aySdV6Z4Lgrw&expires=1765045009&token1=NwoVoTWEt9xUbN2t9JYh1A&expires1=1765045009&refer=ZTg5ZGRkZDMtNTRlZC00NjA0LWFiOTUtODM4ZmVhZTM2NWE3&y=0
HITS頻道,https://4gtvmobile-mozai.4gtv.tv/ao1wEEY_yfmqU2jSRhiIzz0pTzRhWSmv_9F9msAPCAQ%3d/index.m3u8?token=0YWahyRfZ0YBlXncHtj-fg&expires=1765045024&token1=O7KQ8V4xcTwN5rkvddZ12A&expires1=1765045024&refer=MTJiODJjNjAtMjQwZi00YTE4LTg2YjAtZTAxNDRlMzRjNzZl&y=0
八大精彩台,https://4gtvmobile-mozai.4gtv.tv/06O_YyjnzDT2BRPjisfLa20QeF8k7ZLMygNLl2EQq9c%3d/index.m3u8?token=dLuzROjLDlUfMUT3_0fbSg&expires=1765045032&token1=p7T4eSBlmANIIoIgafRSHg&expires1=1765045032&refer=ZjQ1MTBiYTEtMWVlYS00ODNjLWFlNzYtYzUwYTljNjdmYzQ2&y=0
靖天戲劇台,https://4gtvmobile-mozai.4gtv.tv/hn8710WPOtgoA-VdoOxeYjm0FzUUh3KTwWmHBj1ig6g%3d/index.m3u8?token=xP97MlfXQiHKp8KRB2VWZA&expires=1765045040&token1=sCRAPIbYBiL9xDRcVp0aLQ&expires1=1765045040&refer=NTFhODc2Y2QtOTJhNi00OTI4LWI1OGUtYTE2MzdhNTJhODZh&y=0
靖洋戲劇台,https://4gtvmobile-mozai.4gtv.tv/jtuuzPwvU3bkedrLRpcCim9OatnnhZWMUPa03eUWytM%3d/index.m3u8?token=3Nz743RjOzPWFOh0989BXw&expires=1765045049&token1=-XdE-Q1Jdzr-VzfroNjerw&expires1=1765045049&refer=OGQ1ODEwODMtOWNjZS00M2ViLTg1MWEtNmJhMjkyNTJiYWE4&y=0
生活旅遊時尚,#genre#
CI 罪案偵查頻道,https://4gtvmobile-mozai.4gtv.tv/SS7blYNY-wB7N4ZITkrBbt6H4ssgvpXp2E1SfPWn6uM%3d/index.m3u8?token=huGzhP4uJdnqQicNbihbpQ&expires=1765045059&token1=sOT6yo0P15xkWH8oBnzKWQ&expires1=1765045059&refer=M2U1ZTJlZTQtNGJiNC00YmU2LTg4MGYtZGQwZDlmNGMzYjI3&y=0
戲劇、電影與紀錄片,#genre#
視納華仁紀實頻道,https://4gtvmobile-mozai.4gtv.tv/bM9LytQfRnUgIrfEHzTukwai4cvILsSyhuptaYWFexU%3d/index.m3u8?token=Mn9wYCfOQ6s28pburYLxSw&expires=1765045068&token1=qAEn-LzaM8Xgtv_IrtbMnA&expires1=1765045068&refer=YzVhYzQ1MTgtMDM1NC00YTE4LTgyN2QtZGY4NDZkZTE4NmEy&y=0
影迷數位紀實台,https://4gtvmobile-mozai.4gtv.tv/xnzO2Sx--T8IWEFfy56VDwSzy1lR9IhLpUWcPpXpIoo%3d/index.m3u8?token=Yxu387WLYQa2MTPMxybsiA&expires=1765045086&token1=W3cWTUALYs5nZ47lLFx_XA&expires1=1765045086&refer=NDI0ZjM4MDUtNzRiMS00MTcwLWIyYTktYmNiOTE5ZGMyNjRl&y=0
金光布袋戲,https://4gtvmobile-mozai.4gtv.tv/0Uleha8T45R3_NWg1Z1ukxLGxsW0QHKNRc8GoX-EsY8%3d/index.m3u8?token=UQo3NAsixB8uZ-p4xIfOfw&expires=1765045094&token1=THhbBS_1s3OGIQWe99LUDg&expires1=1765045094&refer=MTRmYWY1ODEtMGI2OC00ZGQzLWI1ZDItMWZkMGNhMmFkMjQ0&y=0
ROCK Action,https://4gtvmobile-mozai.4gtv.tv/GnxfR2xmZ-_BwyAvAIRZWt41XCDZHRic2AyaANhvdy4%3d/index.m3u8?token=Ex-vo6O_S9_zG8N6Q2-AzQ&expires=1765045111&token1=-xbHF6e417wTCLyy5ERAeg&expires1=1765045111&refer=MWU1YWJkMWYtZDljZC00N2I1LTk2ZTctOWIwZTNjNTczZTAx&y=0
GagaOOLala 精選LGBTQ+好劇,https://4gtvmobile-mozai.4gtv.tv/BLEst-g7bgfI_7r2VS1kkhvDnlhPebsBqF5zLIKOM4I%3d/index.m3u8?token=f_DQiBqTEJm4qgSSLwmUUg&expires=1765045122&token1=ETxCdGh5YM7M_pj044-hSA&expires1=1765045122&refer=ZmFkMzI1ZWYtNDVlYi00OTViLThlMzMtOGNhMmE3Nzg1MmZk&y=0
采昌影劇台,https://4gtvmobile-mozai.4gtv.tv/CVYdyrPLYODB-Cedw2b4K2N9Pf-WVQqJHt2S7TzXA4I%3d/index.m3u8?token=5LbKURE0VCZ6XnD5Y_Z7hg&expires=1765045134&token1=V-o9Fk2NQvKredn2vquUdg&expires1=1765045134&refer=YmNhYmM0NjctMjRhNS00Y2E2LWI1NzctNmNhZDVmZTliMGIy&y=0
靖天映畫,https://4gtvmobile-mozai.4gtv.tv/ZsZfL5kxaUcqylGBilWNpEqfgvQtLT-foZma5TKCPC8%3d/index.m3u8?token=2wGZFm_BSP7DirNabnFEBA&expires=1765045143&token1=0AWEwK0wyt5ZE9F1Kqk8ow&expires1=1765045143&refer=ZTYyMTI5YTUtMDEzYy00ZjhhLWE0NmMtYWJjYjY5MzdhMGFk&y=0
靖天電影台,https://4gtvmobile-mozai.4gtv.tv/uUsljk1EOfcDTCGPul340yZjeFuQRh3d33PfVfO5e9g%3d/index.m3u8?token=zpVXKiO_a5-RrJpKTZQrMA&expires=1765045154&token1=H9HjC66n6PdzedTwZIOkpA&expires1=1765045154&refer=YjFiYzFkZWUtYjE3NS00ZjExLTk3ODgtY2I5NWRlZTNjZmZj&y=0
影迷數位電影台,https://4gtvmobile-mozai.4gtv.tv/LwzeugTFuSPeFgzLUhLE3v9Mj3B98CR6QfrNG6cbqY0%3d/index.m3u8?token=g4nCA5lmaF0w-2OrqRLgiw&expires=1765045162&token1=PBVujvleOLZrSwf7Qe3-QQ&expires1=1765045162&refer=MmFjNjdkOTMtODQ3ZC00N2UwLTkzZTktNDA4MzUxZDgwYzA2&y=0
amc電影台,https://4gtvmobile-mozai.4gtv.tv/2Y5Qlx3N0bfIoyeOHrDH2ztfTaGSMY9_ZgEKROUikNk%3d/index.m3u8?token=92VKco4-HbMFQmq0ypez2A&expires=1765045170&token1=5gUozlGT43OQv9kaRSj_QQ&expires1=1765045170&refer=M2ZhMTMwMjgtM2JmMi00NDMxLWFkZDEtN2ZmMGJlY2JkMjFi&y=0
CinemaWorld,https://4gtvmobile-mozai.4gtv.tv/o7EoWNZQ7TL-EP8blQTwEda6XPuhIlWB9T5CwKd01vE%3d/index.m3u8?token=LFjxQrcqCHsxLahZbcCjcA&expires=1765045180&token1=fvvrilWCzRz--SR3YlFqvw&expires1=1765045180&refer=MTM1MmYyMTktMjI1MS00YThhLWIxNDctNjM1NjA0ODlmOWVm&y=0
My Cinema Europe HD 我的歐洲電影,https://4gtvmobile-mozai.4gtv.tv/2_jFhNLRZQ258AfRp5PLwDkLsprQ-8MYqNzQe5VqidI%3d/index.m3u8?token=_lbwtPMX0aULTS6N6UJr5g&expires=1765045189&token1=j9HH1YpZgie8eumx4V2N4Q&expires1=1765045189&refer=MzRiZDllMWUtZTRjYy00Y2VjLWEyNmMtZDI3NmU1YzE4NGQ2&y=0
綜合,#genre#
好消息,https://4gtvmobile-mozai.4gtv.tv/v0bP0vYOPgSJcTPwPIfrprVmqpVGWW6UTNx7seRdv2E%3d/index.m3u8?token=2qE21Q3xSWrFy_DOtJ5ajQ&expires=1765045197&token1=4kcnOG4IhJWBgmaayiMbeQ&expires1=1765045197&refer=ZGUwYTYwMTMtMWMzYS00ODQ1LWIyZDctMTEwYjUyMjg5NDg3&y=0
好消息2台,https://4gtvmobile-mozai.4gtv.tv/DUmI2tLN_mV9uixOWm3-9QvjstEMWMYaOV99qdnPByk%3d/index.m3u8?token=MZmb_U3vCqhAd5JbHQFlUA&expires=1765045207&token1=oDjGJBPPsXtp9Wb8BdWeGA&expires1=1765045207&refer=YTI4YjM4MDYtYTM0Ny00NmI5LThiN2MtNWVlZTk3YWExM2E2&y=0
大愛二台,https://4gtvmobile-mozai.4gtv.tv/S8AXOFo03hmYztSOX4pBzKDdPNY30eud_3zIJs4nCNk%3d/index.m3u8?token=Ry6E9raGqKyCjZCTZ0uh6A&expires=1765045216&token1=pllo4rk4EeI-DwYI1Z8IYQ&expires1=1765045216&refer=M2IzNjNkOWEtNDViMS00YTVjLThlMzEtZDhjZTU4NjM1Nzgz&y=0
人間衛視,https://4gtvmobile-mozai.4gtv.tv/umVaCSU9jhKyGuI5SC4GCWR-zF_TjM93fEIItZQ9fro%3d/index.m3u8?token=aL0zBRscsx2_9v4wLk6PAQ&expires=1765045227&token1=3THQNpoZKHybeDjIOcDr0A&expires1=1765045227&refer=YWJiYzZhNzUtNjFiZS00OGY3LTg1ZWYtYzZiNjViZWU1NmE2&y=0
新聞財經,#genre#
NHK WORLD-JAPAN,https://4gtvmobile-mozai.4gtv.tv/ORWJVPwtg69XIZg-vna2Sg5ItNBd3WiE1l_G3Mf09HU%3d/index.m3u8?token=WDIfwpgTopptaig5ZQFu8g&expires=1765045235&token1=FenCg8-NFwxEYwOhgIWgmg&expires1=1765045235&refer=NmYxYjY0ZjYtNjUwNy00MTA0LWI4ZTUtNzkxOTI0ZDkyMTQ5&y=0
FRANCE24 英文台,https://4gtvmobile-mozai.4gtv.tv/yCaeo9SZ5sUlHzM5r3n3Av2p-IN5dVXZ1dgHADfDgDQ%3d/index.m3u8?token=mYDc1BexCif5FB2-EWeKRw&expires=1765045249&token1=oK37pcEhLVaSQF5TdXF1Lg&expires1=1765045249&refer=YTRkMTdmYjgtN2YyYi00ODQxLWFkMzMtMDliNTkzNTMxNThm&y=0
半島國際新聞台,https://4gtvmobile-mozai.4gtv.tv/Nuln3YFV1dTsdQIBlnG9tq4SOMoUCqUayUdBt5SiGAs%3d/index.m3u8?token=zfTCnLbqTsX_TazYs8q3qg&expires=1765045259&token1=wA8oj9SKstHdvB3Dyv7gWQ&expires1=1765045259&refer=Y2FlOTQ1MjAtZjQxMS00ZTRkLTk5NTAtZThlZTIyYWQwYTI2&y=0
CNBC Asia 財經台,https://4gtvmobile-mozai.4gtv.tv/1CLtFiXTnyeJPlmdtjKsNosL4pPdeXxLAylotftqJyQ%3d/index.m3u8?token=o3M8xvmgreWmZaklR-y4xg&expires=1765045268&token1=hmmqynFLuGrStZ_LA1s4sg&expires1=1765045268&refer=NDM1M2Q3ZDMtMmE1Ny00NDZmLWJkNjUtMzA3MWY0MDRkYTg5&y=0
DW德國之聲,https://4gtvmobile-mozai.4gtv.tv/a7N2xVPs3A1CutRdfTsYna8aOpNx50PtDATREoP84f4%3d/index.m3u8?token=BTqNPkO3Xp1tmx3ZG0bdtw&expires=1765045275&token1=qNKP5vcpZ_pjmBJghx9blg&expires1=1765045275&refer=MWMxODdkNjItNzg4ZS00NjFiLWIyNzAtNzgzOTRkNDQzMmIy&y=0
國會頻道,#genre#
國會頻道1,https://4gtvmobile-mozai.4gtv.tv/OlvIaV5T8jC-Ai1x3dqxhndDZ3llzMpKkA55_5L-2bg%3d/index.m3u8?token=weBXt-x8fnsvPjaatlTWDw&expires=1765045284&token1=zK4s6Babkoil8sUN5Eiq8Q&expires1=1765045284&refer=ZWYxZTk1NzMtNGM0ZS00OWQ3LWE3MTgtODI4M2FiMjI0MmNm&y=0
國會頻道2,https://4gtvmobile-mozai.4gtv.tv/n2cGRP-mKUrYmNTDggYuIEKrKxchDEiXMCXOsLd37X8%3d/index.m3u8?token=Ok6YY2hp-tEouRWh6BqQYw&expires=1765045293&token1=BqnaA28P3SnTbcT7UGRwjw&expires1=1765045293&refer=ZDQ5YzNkOTktNmNiMy00Zjc1LWI0N2QtMjI0MmNhOTQwODEy&y=0
綜合,#genre#
TVBS綜藝台,https://4gtvmobile-mozai.4gtv.tv/MCNLbOHdRO994ncfVy_R_TnWxhcbKeazXtzuvD7plZk%3d/index.m3u8?token=pwUXERQ-rCoXAlegl9YZsg&expires=1765045306&token1=HoM1MuhpKTWDZXp3df_wpA&expires1=1765045306&refer=ZGRjYjI3ZGMtMzEzNi00NDQ3LTg0NGUtMDE2YTQ5NjgyNDM0&y=0
戲劇、電影與紀錄片,#genre#
TVBS台劇台,https://4gtvmobile-mozai.4gtv.tv/J9hVjH0QaH6tfOmqXBppC2gZfFdJPOZ2dqDtkT5KQK4%3d/index.m3u8?token=rl9Kp5IFbKtqnVSr1DvX-w&expires=1765045315&token1=r5mRKdiHg2UN9jDhJ7_nPQ&expires1=1765045315&refer=N2VhNTVkM2EtZTZkZi00MTE0LTkxMTAtYmRhMjgzMjMwOTJm&y=0
經典電影台,https://4gtvmobile-mozai.4gtv.tv/079jU8fiiADEMkpAIXw-OcbdAB5UmpCmwlPh7nnM-c4%3d/index.m3u8?token=tPpPIEoCy8md4TppZu9pKQ&expires=1765045326&token1=i7RcP8R9dUfX0LR6nOO6Cg&expires1=1765045326&refer=YmYyMmUxNzAtNGM5Ni00ZmM1LTk3OTYtYjg3NTEyMDUzN2Fk&y=0
兒童與青少年,#genre#
經典卡通台,https://4gtvmobile-mozai.4gtv.tv/RknUWjJbAypFwL6KuR5FYELpT7KJGvb5oqFoITJxjow%3d/index.m3u8?token=OsG3ll1WF4CMBNGOU3rcaA&expires=1765045335&token1=NdOjFyl8UWFvL4TD9FUDxw&expires1=1765045335&refer=ZjUxMjUxYzEtODM1ZC00ZTY4LWFiZmEtMTg4NjViZTg2ZjQx&y=0
精選動漫台,https://4gtvmobile-mozai.4gtv.tv/sqHFPd3ZrZHH_mdJ_L1-jKDEVqPv4vJH0Peu-kHm3MM%3d/index.m3u8?token=R7SlJffjXwYY2k-xTK7eJQ&expires=1765045344&token1=BM_mO6rp-9oy_k9wqIUYdg&expires1=1765045344&refer=MGEwOGM4MjAtOWUyMy00YTFlLWEzNmMtNDQxNTZkMTk0MWUw&y=0
戲劇、電影與紀錄片,#genre#
戲劇免費看 1台,https://4gtvmobile-mozai.4gtv.tv/TUvVG7gsuVmbcu9zIyeD_Q9vGqANvzULR14HAAW0OLM%3d/index.m3u8?token=cQpfkrM5xSv8L-AtLSKdCw&expires=1765045354&token1=9TnkjZS7VE5IJuCGV4IPtg&expires1=1765045354&refer=ZjViMTRjYzktYTgxOC00OTRkLTgwOTItMzQ2NGYxMjJlNTlk&y=0
FastTV飛速看,#genre#
市井豪門-FastTV飛速看,https://4gtvmobile-mozai.4gtv.tv/-qojI5q6mWbGYihrWVCF6RX9EUZSRXhLRknMNPBw3zj_xvq3CGyCIu51XHw-HN9vwz6OFgCBPQgwaeWcO2cqxg%3d%3d/index.m3u8?token=UfulcJaCTQK1gkWV8w3GhA&expires=1765045367&token1=ZrM-TT4JHrfYWUvUqJMBMQ&expires1=1765074167&refer=Y2Q2MDc3ZDItNzMyMi00ZTQ5LTkzZmUtYzQ0NzFlODlmMjJi&y=2023
中視經典戲劇-FastTV飛速看,https://4gtvmobile-mozai.4gtv.tv/KhmUzIUhNaNk8V30v5D7YqD844tgI2Hri3Jqr3DaPBgqqqzrTZ78WZELm7Gc3oSp539bqJVe4Rk461F1trASgw%3d%3d/index.m3u8?token=3I5JP0dpXYZZhrl5Jod-LQ&expires=1765045376&token1=VCdm-vLxj8AWKm-TN5tcwA&expires1=1765074176&refer=NjA3YmUwOGEtNzBhNy00OTFkLTg1YmItMWFmOWU5ZDA2NDUw&y=2024
花系列戲劇-FastTV飛速看,https://4gtvmobile-mozai.4gtv.tv/_biTYmvj-XDTzEqt5KiJNrWKs_1Fh3_HX8RkEJEUmHP0G-OncPh-1NXeFJsQpZxUUPG_pR-DwzX2CBdrWSi3OQ%3d%3d/index.m3u8?token=V4rgh_Sr18xK0pN3whMf7A&expires=1765045385&token1=0jugF5a2P56pJoXI2ZyyPA&expires1=1765074185&refer=OWM5OWIzNzUtOTRhYi00ZWIxLWFhMTYtNGJkNWFmNDU5MmU3&y=2023
華視好劇-FastTV飛速看,https://4gtvmobile-mozai.4gtv.tv/z3X7vPcwbhybfMqZPGPofEIqbOdSdln4jFPrpGG-04x8wQSm3t0MYFhLS8k2SKPncx6RymEjTn9rmVWVAS_tWg%3d%3d/index.m3u8?token=Bn3jysLyndmxwA_izLVRjA&expires=1765045394&token1=UrjZv9-SJBC4F52wbPhMbA&expires1=1765074194&refer=NDVlMzJmOGMtMmJmNi00YTYzLWJhNzMtOWI4YmYwNTIzMTk3&y=2022
公視好劇-FastTV飛速看,https://4gtvmobile-mozai.4gtv.tv/vqCfKi3IA9ha8ttftF_BQJr0KLi_SuAL5uf4gQSU-qmlFCRlncsqxzeucx07kBBv/index.m3u8?token=N2w19iAO7rildKN4TYWJQQ&expires=1765045406&token1=qx5-cpKcG6OcKHFESc3NMQ&expires1=1765074206&refer=N2EwMDk0YTItYzY1MS00MDE0LWI3NDEtZjMzNWQwM2U2MzJi&y=2023
客家好劇-FastTV飛速看,https://4gtvmobile-mozai.4gtv.tv/D0rsaC1dJfBCKuc6FMyeMBhWfkCPoumiz54f6E14cdHsH4E5FD4gPoZuBBWd7WnezSKsBym9bfIQasjO4o0gyA%3d%3d/index.m3u8?token=4dP5u8LHtwFOHBCKBIUC9w&expires=1765045415&token1=w-JidmkW29TlZQ1bQHmXHw&expires1=1765074215&refer=ZGM1ZTRlZjUtYTY3MC00NjVkLTgxNjktNTJjOTJkZTFjNzky&y=2021
懷舊經典電影-FastTV飛速看,https://4gtvmobile-mozai.4gtv.tv/Do_dQkTM5iILQdZHAX9gKEQ_sJ06H_V272xC6r490ItRhXoWoGhJ0AvA0pRWgRBh/index.m3u8?token=BrffluQwFhcxfILuM_ebIg&expires=1765045423&token1=dI907Z-FahpBUvLsnYmS5A&expires1=1765074223&refer=ZDY3MzU4NGEtZjcyZi00MzYyLThhMjEtOTNjMDhkMTI4MGQ1&y=2021
精選華語電影-FastTV飛速看,https://4gtvmobile-mozai.4gtv.tv/qjPeQxadBws8WruBzjQ-ZaBkXxJw_2T_HE-ytBTbYC7B-SU6Lw5bBdA7h4bTVASW/index.m3u8?token=pdGT7ZpsMbTeMr5GoQCMeg&expires=1765045433&token1=IWsow6J02nsMPS1HYlFiZw&expires1=1765074233&refer=OGZmZjMwZDItZWVlYS00ODIzLTk5MDEtOTcwZGI0OWJmNDQ0&y=2025
台灣靈異事件-FastTV飛速看,https://4gtvmobile-mozai.4gtv.tv/uqJx_HEg4ZYEhyV72YwTMItSgdydIrci2L-8w2A63tgYP1_9nKxPwU7_sI1Jb-Jh/index.m3u8?token=e5-UR5fgeKCJ9WXZnuUIPQ&expires=1765045442&token1=vgNlw-gzQbesoU-ABUzDWA&expires1=1765074242&refer=ZTlkYzI5YTgtOGY1MS00MWVkLTgwYTEtNTNjZmIxODgxMzI2&y=1996
新兵日記-FastTV飛速看,https://4gtvmobile-mozai.4gtv.tv/Xre0_YxbwH69UoQxF54SVCrk8vsVXQYi9crnq_W9yTTVR6-ri-4qH6ZZKm9wLYYqx8ZLJ25gYYneTPLLGBwhlw%3d%3d/index.m3u8?token=DWwBxvWSC4rXn6gO3DZfvQ&expires=1765045451&token1=2Ku0b2-NkVvewqkrNpePRw&expires1=1765074251&refer=MTExMWFhMTAtNTNkZS00NDFmLTg3OWMtOTE0ODM0MTBjNDc3&y=2020
以家人之名-FastTV飛速看,https://4gtvmobile-mozai.4gtv.tv/PVsFK9aQye0DZiQNCsm1VYkGdQimkAm3hypq1WvXercXEDF8EZRHcYvjUEa65Y0DG2XGfoU813dLd_eWx8jgYg%3d%3d/index.m3u8?token=5lGephHneNz76O30W9WkQg&expires=1765045468&token1=9hSCXmlaXJO2LaIkQpsfMg&expires1=1765074268&refer=ODNiMDA3MDYtNzhkNC00NDYwLWI1YTAtM2Q1NTZiZmMzM2Zm&y=2022
加油喜事-FastTV飛速看,https://4gtvmobile-mozai.4gtv.tv/EAPavezKNEg4D0XCItV-R0vY_Sa4p3p7ZgUlufEZuSXGnXmgU07dttV4QcNoiyThWAqvSfS0G6KjQpS_t3-4xA%3d%3d/index.m3u8?token=DeN3_Uqx2g4t93gmJA7Q_w&expires=1765045475&token1=284VoRVyw-aZFYG3qzT5Ww&expires1=1765074275&refer=MjNhNmYxNGQtMDQ5NS00Zjg4LWFiZDMtZTRiZGVmYzdmYjkw&y=2023
去有風的地方-FastTV飛速看,https://4gtvmobile-mozai.4gtv.tv/PT-PINbcqn9VUYK_pzOMs9zd4uOjHpd3kk0YX1tTPl8e6MMxZn6KB-lJ5JSLqKRgkAZToQQPRm03CdR6DVkJXQ%3d%3d/index.m3u8?token=QNzhvsjTprFmgDbkQGjrJg&expires=1765045486&token1=QOVCooChB_PwZLTyLkXNjw&expires1=1765074286&refer=MzE5MTdlNWUtNWZlNC00OGE2LWI0MzItZjJlNjA3MjRmY2M1&y=2023
多情城市-FastTV飛速看,https://4gtvmobile-mozai.4gtv.tv/IiNgS-Me7reZmP0xsJevO6t2nZgyz2E59qxViIoeB84ggPY996jOBDG-rr3vQX0NKiQ8SljreU9Xvc9AbiCnuA%3d%3d/index.m3u8?token=XBZMqeglUoZ6P6UDloDwbg&expires=1765045494&token1=oX63Byzq2zo_y-fiARgV3Q&expires1=1765074294&refer=YjI1OTNkYTQtYjhiYi00MmU0LWJlY2UtMjI4MTRkYzgyNjQz&y=2020
